ID,index,DATE,room,floor,indoor T,indoor RH,co2,outT,value,tsv,spmv
56,56,2023-04-03 08:00:00+00:00,129.0,1.0,21.0,13.7,414.7,-0.8,0.8,0.0,-0.11
57,57,2023-04-03 09:00:00+00:00,129.0,1.0,21.0,13.0,414.5,-0.1,0.7,0.1,-0.11
58,58,2023-04-03 10:00:00+00:00,129.0,1.0,21.1,13.0,431.0,0.1,0.9,0.2,-0.09
59,59,2023-04-03 11:00:00+00:00,129.0,1.0,21.0,13.0,418.7,0.7,0.8,-0.2,-0.11
60,60,2023-04-03 12:00:00+00:00,129.0,1.0,21.0,12.0,414.7,1.1,0.6,0.3,-0.11
61,61,2023-04-03 13:00:00+00:00,129.0,1.0,21.0,12.0,413.0,1.4,0.6,0.3,-0.11
62,62,2023-04-03 14:00:00+00:00,129.0,1.0,21.0,12.0,413.0,1.4,0.6,0.3,-0.11
63,63,2023-04-03 15:00:00+00:00,129.0,1.0,20.9,12.0,412.3,1.0,0.6,0.3,-0.12
64,64,2023-04-03 16:00:00+00:00,129.0,1.0,21.0,12.0,412.7,0.6,0.5,0.4,-0.11
65,65,2023-04-03 17:00:00+00:00,129.0,1.0,20.9,12.0,412.0,-0.1,0.4,0.8,-0.12
66,66,2023-04-03 18:00:00+00:00,129.0,1.0,20.9,12.0,413.0,-0.9,0.5,0.8,-0.12
67,67,2023-04-03 19:00:00+00:00,129.0,1.0,21.0,12.0,409.7,-0.8,0.4,0.8,-0.11
68,68,2023-04-03 20:00:00+00:00,129.0,1.0,20.9,12.0,403.7,-0.7,0.4,0.8,-0.12
69,69,2023-04-03 21:00:00+00:00,129.0,1.0,21.0,12.0,402.7,-0.9,0.4,0.8,-0.11
70,70,2023-04-03 22:00:00+00:00,129.0,1.0,20.8,12.0,402.7,-1.4,0.4,0.8,-0.13
71,71,2023-04-03 23:00:00+00:00,129.0,1.0,20.8,12.0,403.0,-1.9,0.4,0.8,-0.13
72,72,2023-04-04 00:00:00+00:00,129.0,1.0,20.8,12.0,403.7,-2.2,0.4,0.8,-0.13
73,73,2023-04-04 01:00:00+00:00,129.0,1.0,20.8,11.3,403.3,-4.8,0.4,0.4,-0.13
74,74,2023-04-04 02:00:00+00:00,129.0,1.0,20.8,11.0,403.7,-5.3,0.4,0.4,-0.14
75,75,2023-04-04 03:00:00+00:00,129.0,1.0,20.9,11.0,404.7,-5.7,0.5,0.5,-0.12
76,76,2023-04-04 04:00:00+00:00,129.0,1.0,20.9,11.0,406.0,-5.5,0.7,0.5,-0.12
77,77,2023-04-04 05:00:00+00:00,129.0,1.0,20.9,11.3,416.7,-4.7,0.8,0.4,-0.12
78,78,2023-04-04 06:00:00+00:00,129.0,1.0,21.2,12.3,479.7,-3.1,0.8,0.8,-0.08
79,79,2023-04-04 07:00:00+00:00,129.0,1.0,21.4,12.7,469.0,-1.6,0.9,0.0,-0.05
80,80,2023-04-04 08:00:00+00:00,129.0,1.0,21.1,13.0,446.0,-0.9,0.9,0.2,-0.09
81,81,2023-04-04 09:00:00+00:00,129.0,1.0,21.1,13.0,466.3,0.0,0.9,0.2,-0.09
82,82,2023-04-04 10:00:00+00:00,129.0,1.0,21.2,13.7,500.7,1.0,0.95,-0.2,-0.08
83,83,2023-04-04 11:00:00+00:00,129.0,1.0,21.1,14.0,486.7,1.6,1.0,-0.2,-0.09
84,84,2023-04-04 12:00:00+00:00,129.0,1.0,21.0,14.0,493.3,2.1,0.9,-0.4,-0.11
85,85,2023-04-04 13:00:00+00:00,129.0,1.0,20.9,13.7,445.3,2.4,0.7,-0.4,-0.12
86,86,2023-04-04 14:00:00+00:00,129.0,1.0,20.8,13.0,407.0,2.6,0.6,-0.3,-0.13
87,87,2023-04-04 15:00:00+00:00,129.0,1.0,20.8,13.0,403.3,2.5,0.7,-0.3,-0.13
88,88,2023-04-04 16:00:00+00:00,129.0,1.0,20.9,13.0,402.0,2.1,0.5,-0.3,-0.12
89,89,2023-04-04 17:00:00+00:00,129.0,1.0,20.9,13.0,401.3,1.8,0.5,-0.3,-0.12
90,90,2023-04-04 18:00:00+00:00,129.0,1.0,21.0,13.0,402.3,1.5,0.5,-0.2,-0.11
91,91,2023-04-04 19:00:00+00:00,129.0,1.0,21.0,13.0,402.3,1.8,0.4,-0.3,-0.11
92,92,2023-04-04 20:00:00+00:00,129.0,1.0,21.0,13.0,402.7,2.1,0.4,-0.3,-0.11
93,93,2023-04-04 21:00:00+00:00,129.0,1.0,21.0,13.7,401.3,2.0,0.5,-0.4,-0.11
94,94,2023-04-04 22:00:00+00:00,129.0,1.0,20.9,14.3,403.0,1.8,0.4,-0.4,-0.12
95,95,2023-04-04 23:00:00+00:00,129.0,1.0,20.9,15.7,402.7,1.3,0.4,-0.4,-0.12
96,96,2023-04-05 00:00:00+00:00,129.0,1.0,20.9,16.0,402.3,1.3,0.4,-0.4,-0.12
97,97,2023-04-05 01:00:00+00:00,129.0,1.0,20.9,16.0,404.0,-0.1,0.4,-0.0,-0.12
98,98,2023-04-05 02:00:00+00:00,129.0,1.0,21.0,16.0,403.0,-0.3,0.4,-0.0,-0.1
99,99,2023-04-05 03:00:00+00:00,129.0,1.0,20.9,16.0,404.0,-0.3,0.6,-0.0,-0.12
100,100,2023-04-05 04:00:00+00:00,129.0,1.0,21.0,16.0,405.3,-0.3,0.7,-0.0,-0.1
101,101,2023-04-05 05:00:00+00:00,129.0,1.0,21.0,17.0,411.3,-0.3,0.9,0.0,-0.1
102,102,2023-04-05 06:00:00+00:00,129.0,1.0,21.2,18.0,453.7,-0.2,0.9,0.1,-0.07
103,103,2023-04-05 07:00:00+00:00,129.0,1.0,21.1,18.3,428.0,0.5,0.9,-0.0,-0.09
104,104,2023-04-05 08:00:00+00:00,129.0,1.0,21.1,19.3,414.3,1.0,0.8,-0.3,-0.09
105,105,2023-04-05 09:00:00+00:00,129.0,1.0,21.0,20.3,414.0,1.6,1.0,-0.4,-0.1
106,106,2023-04-05 10:00:00+00:00,129.0,1.0,21.1,21.7,426.3,2.1,0.95,-0.4,-0.09
107,107,2023-04-05 11:00:00+00:00,129.0,1.0,21.1,22.7,426.7,2.3,0.9,-0.4,-0.09
108,108,2023-04-05 12:00:00+00:00,129.0,1.0,21.1,23.0,418.0,2.6,0.7,-0.4,-0.09
109,109,2023-04-05 13:00:00+00:00,129.0,1.0,21.0,24.0,407.0,2.9,0.6,-0.5,-0.1
110,110,2023-04-05 14:00:00+00:00,129.0,1.0,20.9,24.0,405.7,3.1,0.6,-0.5,-0.11
111,111,2023-04-05 15:00:00+00:00,129.0,1.0,20.9,24.7,406.3,3.4,0.6,-0.5,-0.11
112,112,2023-04-05 16:00:00+00:00,129.0,1.0,20.9,25.0,408.0,3.6,0.5,-0.5,-0.11
113,113,2023-04-05 17:00:00+00:00,129.0,1.0,21.0,25.0,405.7,3.4,0.4,-0.5,-0.1
114,114,2023-04-05 18:00:00+00:00,129.0,1.0,20.9,25.0,408.7,3.3,0.5,-0.5,-0.11
115,115,2023-04-05 19:00:00+00:00,129.0,1.0,20.9,25.0,406.3,3.5,0.4,-0.5,-0.11
116,116,2023-04-05 20:00:00+00:00,129.0,1.0,21.0,24.7,406.7,3.5,0.4,-0.5,-0.1
117,117,2023-04-05 21:00:00+00:00,129.0,1.0,21.0,24.7,404.7,3.3,0.4,-0.5,-0.1
118,118,2023-04-05 22:00:00+00:00,129.0,1.0,20.9,25.0,404.3,3.2,0.4,-0.5,-0.11
119,119,2023-04-05 23:00:00+00:00,129.0,1.0,21.0,25.0,403.7,3.2,0.4,-0.5,-0.1
120,120,2023-04-06 00:00:00+00:00,129.0,1.0,21.0,25.0,404.0,3.1,0.4,-0.5,-0.1
121,121,2023-04-06 01:00:00+00:00,129.0,1.0,21.0,25.0,403.7,1.6,0.4,-0.4,-0.1
122,122,2023-04-06 02:00:00+00:00,129.0,1.0,21.0,25.0,405.3,0.9,0.4,-0.4,-0.1
123,123,2023-04-06 03:00:00+00:00,129.0,1.0,21.0,25.0,407.7,0.6,0.5,-0.2,-0.1
124,124,2023-04-06 04:00:00+00:00,129.0,1.0,21.0,25.0,411.7,0.9,0.7,-0.4,-0.1
125,125,2023-04-06 05:00:00+00:00,129.0,1.0,21.0,26.0,412.0,1.9,0.8,-0.4,-0.1
126,126,2023-04-06 06:00:00+00:00,129.0,1.0,21.0,26.0,409.3,1.1,0.7,-0.4,-0.1
127,127,2023-04-06 07:00:00+00:00,129.0,1.0,20.9,26.0,406.3,0.3,0.8,0.0,-0.11
128,128,2023-04-06 08:00:00+00:00,129.0,1.0,21.0,26.0,406.0,0.2,0.7,0.0,-0.1
129,129,2023-04-06 09:00:00+00:00,129.0,1.0,21.0,26.0,406.3,0.0,0.7,0.0,-0.1
130,130,2023-04-06 10:00:00+00:00,129.0,1.0,21.1,26.0,406.0,0.1,0.9,0.1,-0.08
131,131,2023-04-06 11:00:00+00:00,129.0,1.0,21.0,26.0,406.0,0.3,0.7,0.0,-0.1
132,132,2023-04-06 12:00:00+00:00,129.0,1.0,21.0,26.0,406.0,0.4,0.7,0.0,-0.1
133,133,2023-04-06 13:00:00+00:00,129.0,1.0,21.0,26.0,405.0,0.5,0.7,-0.1,-0.1
134,134,2023-04-06 14:00:00+00:00,129.0,1.0,21.1,26.0,405.0,0.6,0.6,-0.2,-0.08
135,135,2023-04-06 15:00:00+00:00,129.0,1.0,21.1,26.0,403.0,1.4,0.5,-0.3,-0.08
136,136,2023-04-06 16:00:00+00:00,129.0,1.0,21.1,26.0,402.3,2.0,0.5,-0.4,-0.08
137,137,2023-04-06 17:00:00+00:00,129.0,1.0,21.1,27.0,402.7,2.6,0.5,-0.4,-0.08
138,138,2023-04-06 18:00:00+00:00,129.0,1.0,21.0,27.0,404.3,2.7,0.5,-0.5,-0.1
139,139,2023-04-06 19:00:00+00:00,129.0,1.0,21.0,27.0,405.7,3.6,0.4,-0.5,-0.1
140,140,2023-04-06 20:00:00+00:00,129.0,1.0,21.1,26.3,407.7,4.1,0.4,-0.4,-0.08
141,141,2023-04-06 21:00:00+00:00,129.0,1.0,21.0,26.7,407.0,4.1,0.4,-0.5,-0.1
142,142,2023-04-06 22:00:00+00:00,129.0,1.0,20.9,26.0,405.0,4.1,0.4,-0.5,-0.11
143,143,2023-04-06 23:00:00+00:00,129.0,1.0,20.9,25.3,403.3,4.0,0.4,-0.5,-0.11
144,144,2023-04-07 00:00:00+00:00,129.0,1.0,20.9,25.0,404.0,3.6,0.4,-0.5,-0.11
145,145,2023-04-07 01:00:00+00:00,129.0,1.0,20.9,25.0,405.0,2.2,0.4,-0.5,-0.11
146,146,2023-04-07 02:00:00+00:00,129.0,1.0,21.0,24.3,405.0,1.7,0.4,-0.4,-0.1
147,147,2023-04-07 03:00:00+00:00,129.0,1.0,21.0,24.0,404.0,1.5,0.4,-0.4,-0.1
148,148,2023-04-07 04:00:00+00:00,129.0,1.0,21.0,24.0,404.7,1.5,0.6,-0.4,-0.1
149,149,2023-04-07 05:00:00+00:00,129.0,1.0,21.0,24.0,404.7,2.2,0.5,-0.5,-0.1
150,150,2023-04-07 06:00:00+00:00,129.0,1.0,21.1,24.0,404.0,2.8,0.4,-0.4,-0.08
151,151,2023-04-07 07:00:00+00:00,129.0,1.0,21.0,24.0,404.3,3.1,0.5,-0.5,-0.1
152,152,2023-04-07 08:00:00+00:00,129.0,1.0,21.0,24.0,405.0,3.7,0.5,-0.5,-0.1
153,153,2023-04-07 09:00:00+00:00,129.0,1.0,21.0,23.0,404.3,4.6,0.6,-0.5,-0.1
154,154,2023-04-07 10:00:00+00:00,129.0,1.0,21.0,23.0,404.0,5.3,0.5,-0.5,-0.1
155,155,2023-04-07 11:00:00+00:00,129.0,1.0,21.0,22.7,404.0,5.6,0.5,-0.5,-0.1
156,156,2023-04-07 12:00:00+00:00,129.0,1.0,21.0,22.0,403.0,6.1,0.5,-0.5,-0.1
157,157,2023-04-07 13:00:00+00:00,129.0,1.0,21.0,22.0,403.0,5.9,0.5,-0.5,-0.1
158,158,2023-04-07 14:00:00+00:00,129.0,1.0,21.0,22.0,404.0,5.9,0.5,-0.5,-0.1
159,159,2023-04-07 15:00:00+00:00,129.0,1.0,21.0,22.0,404.0,5.8,0.5,-0.5,-0.1
160,160,2023-04-07 16:00:00+00:00,129.0,1.0,21.0,22.0,405.0,5.8,0.5,-0.5,-0.1
161,161,2023-04-07 17:00:00+00:00,129.0,1.0,21.0,21.3,407.0,5.3,0.4,-0.5,-0.1
162,162,2023-04-07 18:00:00+00:00,129.0,1.0,21.0,21.0,406.3,4.4,0.4,-0.5,-0.1
163,163,2023-04-07 19:00:00+00:00,129.0,1.0,21.0,21.0,409.3,4.2,0.4,-0.5,-0.1
164,164,2023-04-07 20:00:00+00:00,129.0,1.0,21.2,20.7,413.0,4.2,0.4,-0.4,-0.07
165,165,2023-04-07 21:00:00+00:00,129.0,1.0,21.0,21.0,412.7,3.6,0.4,-0.5,-0.1
166,166,2023-04-07 22:00:00+00:00,129.0,1.0,20.9,21.0,413.0,3.5,0.4,-0.5,-0.11
167,167,2023-04-07 23:00:00+00:00,129.0,1.0,20.9,21.0,414.3,2.8,0.4,-0.5,-0.11
168,168,2023-04-08 00:00:00+00:00,129.0,1.0,20.9,21.0,416.3,2.5,0.4,-0.5,-0.11
169,169,2023-04-08 01:00:00+00:00,129.0,1.0,20.9,21.0,418.3,0.1,0.4,0.0,-0.11
170,170,2023-04-08 02:00:00+00:00,129.0,1.0,20.9,21.0,417.3,-0.3,0.4,0.0,-0.11
171,171,2023-04-08 03:00:00+00:00,129.0,1.0,21.0,21.0,414.7,-0.4,0.4,-0.0,-0.1
172,172,2023-04-08 04:00:00+00:00,129.0,1.0,21.0,20.0,414.3,0.3,0.4,-0.0,-0.1
173,173,2023-04-08 05:00:00+00:00,129.0,1.0,21.1,20.0,415.7,1.4,0.4,-0.3,-0.09
174,174,2023-04-08 06:00:00+00:00,129.0,1.0,21.0,20.3,413.7,3.5,0.4,-0.5,-0.1
175,175,2023-04-08 07:00:00+00:00,129.0,1.0,21.0,21.0,412.3,6.0,0.4,-0.5,-0.1
176,176,2023-04-08 08:00:00+00:00,129.0,1.0,21.0,21.0,409.0,7.5,0.4,-0.5,-0.1
177,177,2023-04-08 09:00:00+00:00,129.0,1.0,21.1,21.0,410.0,7.5,0.5,-0.4,-0.09
178,178,2023-04-08 10:00:00+00:00,129.0,1.0,21.0,21.7,409.7,7.8,0.4,-0.5,-0.1
179,179,2023-04-08 11:00:00+00:00,129.0,1.0,21.0,22.0,409.3,7.5,0.5,-0.5,-0.1
180,180,2023-04-08 12:00:00+00:00,129.0,1.0,21.1,22.0,408.0,8.4,0.5,-0.4,-0.09
181,181,2023-04-08 13:00:00+00:00,129.0,1.0,21.0,22.0,406.7,8.1,0.5,-0.5,-0.1
182,182,2023-04-08 14:00:00+00:00,129.0,1.0,21.0,21.3,406.0,8.2,0.4,-0.5,-0.1
183,183,2023-04-08 15:00:00+00:00,129.0,1.0,21.0,21.0,405.7,8.1,0.4,-0.5,-0.1
184,184,2023-04-08 16:00:00+00:00,129.0,1.0,21.0,21.7,406.3,7.6,0.4,-0.5,-0.1
185,185,2023-04-08 17:00:00+00:00,129.0,1.0,21.0,22.7,405.7,7.5,0.5,-0.5,-0.1
186,186,2023-04-08 18:00:00+00:00,129.0,1.0,21.0,23.0,405.3,7.2,0.4,-0.5,-0.1
187,187,2023-04-08 19:00:00+00:00,129.0,1.0,21.0,23.0,407.3,7.0,0.4,-0.5,-0.1
188,188,2023-04-08 20:00:00+00:00,129.0,1.0,21.1,23.0,413.7,6.6,0.4,-0.4,-0.09
189,189,2023-04-08 21:00:00+00:00,129.0,1.0,20.8,23.0,414.3,5.8,0.4,-0.5,-0.13
190,190,2023-04-08 22:00:00+00:00,129.0,1.0,20.9,23.0,413.0,5.0,0.4,-0.5,-0.11
191,191,2023-04-08 23:00:00+00:00,129.0,1.0,21.0,22.0,410.7,4.6,0.4,-0.5,-0.1
192,192,2023-04-09 00:00:00+00:00,129.0,1.0,20.9,22.0,410.0,4.5,0.4,-0.5,-0.11
193,193,2023-04-09 01:00:00+00:00,129.0,1.0,21.0,21.0,410.3,2.2,0.4,-0.5,-0.1
194,194,2023-04-09 02:00:00+00:00,129.0,1.0,21.0,21.0,410.7,1.7,0.4,-0.5,-0.1
195,195,2023-04-09 03:00:00+00:00,129.0,1.0,20.9,21.0,410.3,1.2,0.4,-0.4,-0.11
196,196,2023-04-09 04:00:00+00:00,129.0,1.0,21.0,21.0,411.0,1.5,0.4,-0.4,-0.1
197,197,2023-04-09 05:00:00+00:00,129.0,1.0,21.0,21.0,411.0,2.5,0.4,-0.5,-0.1
198,198,2023-04-09 06:00:00+00:00,129.0,1.0,21.0,21.0,410.7,4.6,0.4,-0.5,-0.1
199,199,2023-04-09 07:00:00+00:00,129.0,1.0,21.0,21.0,409.0,6.9,0.4,-0.5,-0.1
200,200,2023-04-09 08:00:00+00:00,129.0,1.0,21.0,22.0,406.7,7.9,0.4,-0.5,-0.1
201,201,2023-04-09 09:00:00+00:00,129.0,1.0,21.1,22.0,407.7,8.8,0.5,-0.4,-0.09
202,202,2023-04-09 10:00:00+00:00,129.0,1.0,21.1,22.0,409.7,9.0,0.4,-0.4,-0.09
203,203,2023-04-09 11:00:00+00:00,129.0,1.0,21.0,22.0,406.3,8.8,0.4,-0.5,-0.1
204,204,2023-04-09 12:00:00+00:00,129.0,1.0,21.0,22.0,405.7,7.8,0.4,-0.5,-0.1
205,205,2023-04-09 13:00:00+00:00,129.0,1.0,21.0,22.0,404.7,7.2,0.5,-0.5,-0.1
206,206,2023-04-09 14:00:00+00:00,129.0,1.0,21.0,22.0,405.0,7.2,0.4,-0.5,-0.1
207,207,2023-04-09 15:00:00+00:00,129.0,1.0,21.0,21.7,404.0,7.4,0.5,-0.5,-0.1
208,208,2023-04-09 16:00:00+00:00,129.0,1.0,21.1,21.0,403.0,7.5,0.4,-0.4,-0.09
209,209,2023-04-09 17:00:00+00:00,129.0,1.0,21.0,21.0,406.7,7.5,0.4,-0.5,-0.1
210,210,2023-04-09 18:00:00+00:00,129.0,1.0,21.0,21.0,409.7,6.4,0.4,-0.5,-0.1
211,211,2023-04-09 19:00:00+00:00,129.0,1.0,21.0,21.0,410.0,5.8,0.4,-0.5,-0.1
212,212,2023-04-09 20:00:00+00:00,129.0,1.0,21.1,21.0,411.7,6.1,0.4,-0.4,-0.09
213,213,2023-04-09 21:00:00+00:00,129.0,1.0,20.9,21.3,415.7,5.5,0.4,-0.5,-0.11
214,214,2023-04-09 22:00:00+00:00,129.0,1.0,20.9,22.0,422.3,4.6,0.4,-0.5,-0.11
215,215,2023-04-09 23:00:00+00:00,129.0,1.0,20.9,21.0,423.7,4.2,0.4,-0.5,-0.11
216,216,2023-04-10 00:00:00+00:00,129.0,1.0,20.9,21.0,425.0,3.0,0.4,-0.5,-0.11
217,217,2023-04-10 01:00:00+00:00,129.0,1.0,21.0,21.0,428.0,1.0,0.4,-0.4,-0.1
218,218,2023-04-10 02:00:00+00:00,129.0,1.0,21.0,21.0,429.0,0.5,0.4,-0.1,-0.1
219,219,2023-04-10 03:00:00+00:00,129.0,1.0,21.0,21.0,429.0,-0.1,0.4,0.0,-0.1
220,220,2023-04-10 04:00:00+00:00,129.0,1.0,21.0,21.0,428.0,0.1,0.4,0.0,-0.1
221,221,2023-04-10 05:00:00+00:00,129.0,1.0,21.0,21.0,427.7,1.3,0.4,-0.4,-0.1
222,222,2023-04-10 06:00:00+00:00,129.0,1.0,21.0,22.0,425.0,3.2,0.4,-0.5,-0.1
223,223,2023-04-10 07:00:00+00:00,129.0,1.0,21.0,22.0,422.0,5.5,0.4,-0.5,-0.1
224,224,2023-04-10 08:00:00+00:00,129.0,1.0,21.1,22.0,421.7,7.6,0.5,-0.4,-0.09
225,225,2023-04-10 09:00:00+00:00,129.0,1.0,21.1,22.0,416.7,8.0,0.5,-0.4,-0.09
226,226,2023-04-10 10:00:00+00:00,129.0,1.0,21.0,22.0,411.0,7.6,0.5,-0.5,-0.1
227,227,2023-04-10 11:00:00+00:00,129.0,1.0,21.1,23.0,409.0,7.5,0.5,-0.4,-0.09
228,228,2023-04-10 12:00:00+00:00,129.0,1.0,21.0,23.0,407.0,7.5,0.5,-0.5,-0.1
229,229,2023-04-10 13:00:00+00:00,129.0,1.0,21.0,22.7,406.3,7.6,0.5,-0.5,-0.1
230,230,2023-04-10 14:00:00+00:00,129.0,1.0,21.0,22.0,405.7,7.8,0.5,-0.5,-0.1
231,231,2023-04-10 15:00:00+00:00,129.0,1.0,21.0,21.7,405.3,7.1,0.5,-0.5,-0.1
232,232,2023-04-10 16:00:00+00:00,129.0,1.0,21.0,20.5,406.0,6.8,0.5,-0.5,-0.1
233,233,2023-04-10 17:00:00+00:00,129.0,1.0,21.1,20.0,405.0,6.3,0.5,-0.4,-0.09
234,234,2023-04-10 18:00:00+00:00,129.0,1.0,21.0,20.0,404.7,5.4,0.4,-0.5,-0.1
235,235,2023-04-10 19:00:00+00:00,129.0,1.0,21.0,20.7,408.3,5.4,0.4,-0.5,-0.1
