ID,DATE,room,floor,indoor T,indoor RH,co2,outT,value,tsv,spmv
0,2023-04-01 01:00:00+00:00,117.0,6.0,20.62966666666667,14.666666666666666,405.3333333333333,-5.389,0.3724999999999999,0.05,-0.16
1,2023-04-01 02:00:00+00:00,117.0,6.0,20.611,14.0,410.6666666666667,-5.851666666666667,0.3623333333333332,0.11,-0.16
2,2023-04-01 03:00:00+00:00,117.0,6.0,20.611333333333334,13.0,414.0,-6.074333333333333,0.3746666666666665,0.38,-0.16
3,2023-04-01 04:00:00+00:00,117.0,6.0,20.574333333333332,12.666666666666666,416.3333333333333,-6.0,0.36133333333333323,0.7,-0.17
4,2023-04-01 05:00:00+00:00,117.0,6.0,20.666666666666668,12.0,417.6666666666667,-4.889,0.37066666666666653,0.92,-0.15
5,2023-04-01 06:00:00+00:00,117.0,6.0,20.741,12.0,417.0,-2.815,0.3619999999999999,0.75,-0.14
6,2023-04-01 07:00:00+00:00,117.0,6.0,20.814999999999998,12.0,415.6666666666667,-0.9073333333333333,0.3718333333333332,0.75,-0.13
7,2023-04-01 08:00:00+00:00,117.0,6.0,20.814999999999998,13.0,414.0,0.7963333333333334,0.40199999999999986,-0.2,-0.13
8,2023-04-01 09:00:00+00:00,117.0,6.0,20.907,13.0,412.3333333333333,1.8333333333333333,0.44983333333333314,-0.3,-0.12
9,2023-04-01 10:00:00+00:00,117.0,6.0,21.0,13.0,411.6666666666667,2.7776666666666667,0.37299999999999994,-0.3,-0.11
10,2023-04-01 11:00:00+00:00,117.0,6.0,20.962666666666667,14.0,411.3333333333333,3.222,0.46616666666666645,-0.41,-0.11
11,2023-04-01 12:00:00+00:00,117.0,6.0,20.944,14.0,411.0,3.5740000000000003,0.4521666666666666,-0.41,-0.11
12,2023-04-01 13:00:00+00:00,117.0,6.0,21.0,14.0,411.6666666666667,3.574,0.3754999999999999,-0.41,-0.11
13,2023-04-01 14:00:00+00:00,117.0,6.0,20.87033333333333,14.0,412.0,3.481333333333333,0.3721666666666666,-0.41,-0.12
14,2023-04-01 15:00:00+00:00,117.0,6.0,20.907,14.0,413.0,3.296333333333333,0.3736666666666666,-0.41,-0.12
15,2023-04-01 16:00:00+00:00,117.0,6.0,20.777666666666665,14.0,412.6666666666667,2.7593333333333336,0.3721666666666666,-0.41,-0.14
16,2023-04-01 17:00:00+00:00,117.0,6.0,20.667,14.0,413.0,1.963,0.36533333333333323,-0.41,-0.15
17,2023-04-01 18:00:00+00:00,117.0,6.0,20.611333333333334,13.333333333333334,414.0,1.1849999999999998,0.3736666666666666,-0.29,-0.16
18,2023-04-01 19:00:00+00:00,117.0,6.0,20.574333333333332,13.666666666666666,413.0,1.2593333333333334,0.3713333333333331,-0.32,-0.16
